cve_municipio,municipio,serie_sie,fecha,trimestre,remesas_musd
14052,Juchitlán,SE41908,2015-04-01,2015-Q2,1.058351
14018,La Barca,SE41909,2015-04-01,2015-Q2,11.464266
14043,La Huerta,SE41910,2015-04-01,2015-Q2,2.198599
14057,La Manzanilla de la Paz,SE41911,2015-04-01,2015-Q2,1.296936
14053,Lagos de Moreno,SE41912,2015-04-01,2015-Q2,13.426187
14055,Magdalena,SE41913,2015-04-01,2015-Q2,3.399365
14058,Mascota,SE41914,2015-04-01,2015-Q2,2.474074
14059,Mazamitla,SE41915,2015-04-01,2015-Q2,2.281333
14060,Mexticacán,SE41916,2015-04-01,2015-Q2,0.92779
14061,Mezquitic,SE41917,2015-04-01,2015-Q2,1.010186
14062,Mixtlán,SE41918,2015-04-01,2015-Q2,0.54915
14063,Ocotlán,SE41919,2015-04-01,2015-Q2,7.878005
14064,Ojuelos de Jalisco,SE41920,2015-04-01,2015-Q2,7.034243
14065,Pihuamo,SE41921,2015-04-01,2015-Q2,1.432572
14066,Poncitlán,SE41922,2015-04-01,2015-Q2,5.157216
14067,Puerto Vallarta,SE41923,2015-04-01,2015-Q2,13.527117
14069,Quitupan,SE41924,2015-04-01,2015-Q2,1.811639
14071,San Cristóbal de la Barranca,SE41925,2015-04-01,2015-Q2,0.0
14072,San Diego de Alejandría,SE41926,2015-04-01,2015-Q2,0.648291
14113,San Gabriel,SE41927,2015-04-01,2015-Q2,1.981547
14073,San Juan de los Lagos,SE41929,2015-04-01,2015-Q2,5.700243
14007,San Juanito de Escobedo,SE41930,2015-04-01,2015-Q2,0.60987
14074,San Julián,SE41931,2015-04-01,2015-Q2,4.223725
14075,San Marcos,SE41932,2015-04-01,2015-Q2,0.158611
14076,San Martín de Bolaños,SE41933,2015-04-01,2015-Q2,0.403494
14077,San Martín Hidalgo,SE41934,2015-04-01,2015-Q2,3.304615
14078,San Miguel el Alto,SE41935,2015-04-01,2015-Q2,5.513986
14080,San Sebastián del Oeste,SE41936,2015-04-01,2015-Q2,0.731177
14081,Santa María de los Ángeles,SE41937,2015-04-01,2015-Q2,0.0
14056,Santa María del Oro,SE41938,2015-04-01,2015-Q2,0.000512
14082,Sayula,SE41939,2015-04-01,2015-Q2,2.942556
14083,Tala,SE41940,2015-04-01,2015-Q2,5.607495
14084,Talpa de Allende,SE41941,2015-04-01,2015-Q2,1.198528
14085,Tamazula de Gordiano,SE41942,2015-04-01,2015-Q2,7.253729
14086,Tapalpa,SE41943,2015-04-01,2015-Q2,0.990814
14087,Tecalitlán,SE41944,2015-04-01,2015-Q2,1.45542
14089,Techaluta de Montenegro,SE41945,2015-04-01,2015-Q2,0.0
14088,Tecolotlán,SE41946,2015-04-01,2015-Q2,3.641062
14090,Tenamaxtlán,SE41947,2015-04-01,2015-Q2,2.147565
14091,Teocaltiche,SE41948,2015-04-01,2015-Q2,7.80813
14092,Teocuitatlán de Corona,SE41949,2015-04-01,2015-Q2,1.977798
14093,Tepatitlán de Morelos,SE41950,2015-04-01,2015-Q2,14.26217
14094,Tequila,SE41951,2015-04-01,2015-Q2,3.405134
14095,Teuchitlán,SE41952,2015-04-01,2015-Q2,1.337082
14096,Tizapán el Alto,SE41953,2015-04-01,2015-Q2,7.336456
14097,Tlajomulco de Zúñiga,SE41954,2015-04-01,2015-Q2,8.390991
14098,San Pedro Tlaquepaque,SE41955,2015-04-01,2015-Q2,15.853732
14099,Tolimán,SE41956,2015-04-01,2015-Q2,0.634471
14100,Tomatlán,SE41957,2015-04-01,2015-Q2,2.896915
14101,Tonalá,SE41958,2015-04-01,2015-Q2,14.970214
14102,Tonaya,SE41959,2015-04-01,2015-Q2,1.579424
14103,Tonila,SE41960,2015-04-01,2015-Q2,0.209429
14104,Totatiche,SE41961,2015-04-01,2015-Q2,0.331437
14105,Tototlán,SE41962,2015-04-01,2015-Q2,3.27109
14106,Tuxcacuesco,SE41963,2015-04-01,2015-Q2,0.453828
14107,Tuxcueca,SE41964,2015-04-01,2015-Q2,0.002983
14108,Tuxpan,SE41965,2015-04-01,2015-Q2,1.957155
14109,Unión de San Antonio,SE41966,2015-04-01,2015-Q2,1.721334
14110,Unión de Tula,SE41967,2015-04-01,2015-Q2,4.885282
14111,Valle de Guadalupe,SE41968,2015-04-01,2015-Q2,1.07513
14112,Valle de Juárez,SE41969,2015-04-01,2015-Q2,0.008466
14114,Villa Corona,SE41970,2015-04-01,2015-Q2,0.817314
14115,Villa Guerrero,SE41971,2015-04-01,2015-Q2,0.301921
14116,Villa Hidalgo,SE41972,2015-04-01,2015-Q2,4.767673
14068,Villa Purificación,SE41973,2015-04-01,2015-Q2,2.42659
14118,Yahualica de González Gallo,SE41974,2015-04-01,2015-Q2,3.506014
14119,Zacoalco de Torres,SE41975,2015-04-01,2015-Q2,4.361244
14120,Zapopan,SE41976,2015-04-01,2015-Q2,35.968855
14121,Zapotiltic,SE41977,2015-04-01,2015-Q2,2.352626
14122,Zapotitlán de Vadillo,SE41978,2015-04-01,2015-Q2,0.864612
14123,Zapotlán del Rey,SE41979,2015-04-01,2015-Q2,1.192083
14023,Zapotlán el Grande,SE41980,2015-04-01,2015-Q2,7.6286
14124,Zapotlanejo,SE41981,2015-04-01,2015-Q2,9.376577
14001,Acatic,SE41857,2015-07-01,2015-Q3,3.425339
14002,Acatlán de Juárez,SE41858,2015-07-01,2015-Q3,2.468283
14003,Ahualulco de Mercado,SE41859,2015-07-01,2015-Q3,3.674736
14004,Amacueca,SE41860,2015-07-01,2015-Q3,0.088737
14005,Amatitán,SE41861,2015-07-01,2015-Q3,1.81576
14006,Ameca,SE41862,2015-07-01,2015-Q3,12.375356
14008,Arandas,SE41863,2015-07-01,2015-Q3,12.771049
14010,Atemajac de Brizuela,SE41864,2015-07-01,2015-Q3,0.39615
14011,Atengo,SE41865,2015-07-01,2015-Q3,0.672884
14012,Atenguillo,SE41866,2015-07-01,2015-Q3,1.388953
14013,Atotonilco el Alto,SE41867,2015-07-01,2015-Q3,9.317112
14014,Atoyac,SE41868,2015-07-01,2015-Q3,1.628731
14015,Autlán de Navarro,SE41869,2015-07-01,2015-Q3,6.966061
14016,Ayotlán,SE41870,2015-07-01,2015-Q3,3.499141
14017,Ayutla,SE41871,2015-07-01,2015-Q3,2.903581
14019,Bolaños,SE41872,2015-07-01,2015-Q3,0.252096
14020,Cabo Corrientes,SE41873,2015-07-01,2015-Q3,0.389866
14117,Cañadas de Obregón,SE41874,2015-07-01,2015-Q3,1.384727
14021,Casimiro Castillo,SE41875,2015-07-01,2015-Q3,4.863002
14030,Chapala,SE41876,2015-07-01,2015-Q3,5.37475
14031,Chimaltitán,SE41877,2015-07-01,2015-Q3,0.024057
14032,Chiquilistlán,SE41878,2015-07-01,2015-Q3,1.207233
14022,Cihuatlán,SE41879,2015-07-01,2015-Q3,3.748487
14024,Cocula,SE41880,2015-07-01,2015-Q3,4.976025
14025,Colotlán,SE41881,2015-07-01,2015-Q3,6.002164
14026,Concepción de Buenos Aires,SE41882,2015-07-01,2015-Q3,1.02451
14027,Cuautitlán de García Barragán,SE41883,2015-07-01,2015-Q3,1.139247
14028,Cuautla,SE41884,2015-07-01,2015-Q3,1.203079
14029,Cuquío,SE41885,2015-07-01,2015-Q3,4.203876
14033,Degollado,SE41886,2015-07-01,2015-Q3,8.83798
14034,Ejutla,SE41887,2015-07-01,2015-Q3,0.581296
14009,El Arenal,SE41888,2015-07-01,2015-Q3,0.816213
14037,El Grullo,SE41889,2015-07-01,2015-Q3,8.367717
14054,El Limón,SE41890,2015-07-01,2015-Q3,0.481171
14070,El Salto,SE41891,2015-07-01,2015-Q3,4.510923
14035,Encarnación de Díaz,SE41892,2015-07-01,2015-Q3,9.685797
14036,Etzatlán,SE41893,2015-07-01,2015-Q3,3.404519
14079,Gómez Farías,SE41894,2015-07-01,2015-Q3,0.785378
14038,Guachinango,SE41895,2015-07-01,2015-Q3,0.904891
14039,Guadalajara,SE41896,2015-07-01,2015-Q3,86.024056
14040,Hostotipaquillo,SE41897,2015-07-01,2015-Q3,0.325146
14041,Huejúcar,SE41898,2015-07-01,2015-Q3,3.410657
14042,Huejuquilla el Alto,SE41899,2015-07-01,2015-Q3,4.288707
14044,Ixtlahuacán de los Membrillos,SE41900,2015-07-01,2015-Q3,0.792704
14045,Ixtlahuacán del Río,SE41901,2015-07-01,2015-Q3,2.670623
14046,Jalostotitlán,SE41902,2015-07-01,2015-Q3,5.007872
14047,Jamay,SE41903,2015-07-01,2015-Q3,1.438378
14048,Jesús María,SE41904,2015-07-01,2015-Q3,4.540664
14049,Jilotlán de los Dolores,SE41905,2015-07-01,2015-Q3,0.115108
14050,Jocotepec,SE41906,2015-07-01,2015-Q3,4.863438
14051,Juanacatlán,SE41907,2015-07-01,2015-Q3,0.460317
14052,Juchitlán,SE41908,2015-07-01,2015-Q3,1.173863
14018,La Barca,SE41909,2015-07-01,2015-Q3,12.971083
14043,La Huerta,SE41910,2015-07-01,2015-Q3,2.464916
14057,La Manzanilla de la Paz,SE41911,2015-07-01,2015-Q3,1.449529
14053,Lagos de Moreno,SE41912,2015-07-01,2015-Q3,15.404539
14055,Magdalena,SE41913,2015-07-01,2015-Q3,3.718463
14058,Mascota,SE41914,2015-07-01,2015-Q3,3.007773
14059,Mazamitla,SE41915,2015-07-01,2015-Q3,2.801446
14060,Mexticacán,SE41916,2015-07-01,2015-Q3,1.067956
14061,Mezquitic,SE41917,2015-07-01,2015-Q3,1.079853
14062,Mixtlán,SE41918,2015-07-01,2015-Q3,0.571576
14063,Ocotlán,SE41919,2015-07-01,2015-Q3,8.884449
14064,Ojuelos de Jalisco,SE41920,2015-07-01,2015-Q3,7.930995
14065,Pihuamo,SE41921,2015-07-01,2015-Q3,1.882029
14066,Poncitlán,SE41922,2015-07-01,2015-Q3,5.827709
14067,Puerto Vallarta,SE41923,2015-07-01,2015-Q3,16.04156
14069,Quitupan,SE41924,2015-07-01,2015-Q3,2.280429
14071,San Cristóbal de la Barranca,SE41925,2015-07-01,2015-Q3,0.0
14072,San Diego de Alejandría,SE41926,2015-07-01,2015-Q3,0.745942
14113,San Gabriel,SE41927,2015-07-01,2015-Q3,2.100528
14073,San Juan de los Lagos,SE41929,2015-07-01,2015-Q3,7.095581
14007,San Juanito de Escobedo,SE41930,2015-07-01,2015-Q3,0.785931
14074,San Julián,SE41931,2015-07-01,2015-Q3,5.387736
14075,San Marcos,SE41932,2015-07-01,2015-Q3,0.160436
14076,San Martín de Bolaños,SE41933,2015-07-01,2015-Q3,0.53501
14077,San Martín Hidalgo,SE41934,2015-07-01,2015-Q3,3.637861
14078,San Miguel el Alto,SE41935,2015-07-01,2015-Q3,6.545248
14080,San Sebastián del Oeste,SE41936,2015-07-01,2015-Q3,0.796472
14081,Santa María de los Ángeles,SE41937,2015-07-01,2015-Q3,0.0
14056,Santa María del Oro,SE41938,2015-07-01,2015-Q3,0.001286
14082,Sayula,SE41939,2015-07-01,2015-Q3,3.277177
14083,Tala,SE41940,2015-07-01,2015-Q3,6.08971
14084,Talpa de Allende,SE41941,2015-07-01,2015-Q3,1.383602
14085,Tamazula de Gordiano,SE41942,2015-07-01,2015-Q3,8.191634
14086,Tapalpa,SE41943,2015-07-01,2015-Q3,1.659141
14087,Tecalitlán,SE41944,2015-07-01,2015-Q3,1.770767
14089,Techaluta de Montenegro,SE41945,2015-07-01,2015-Q3,0.0
14088,Tecolotlán,SE41946,2015-07-01,2015-Q3,4.131556
14090,Tenamaxtlán,SE41947,2015-07-01,2015-Q3,2.355462
14091,Teocaltiche,SE41948,2015-07-01,2015-Q3,8.940331
14092,Teocuitatlán de Corona,SE41949,2015-07-01,2015-Q3,2.221865
14093,Tepatitlán de Morelos,SE41950,2015-07-01,2015-Q3,17.347502
14094,Tequila,SE41951,2015-07-01,2015-Q3,4.30177
14095,Teuchitlán,SE41952,2015-07-01,2015-Q3,1.548751
14096,Tizapán el Alto,SE41953,2015-07-01,2015-Q3,8.071567
14097,Tlajomulco de Zúñiga,SE41954,2015-07-01,2015-Q3,9.119189
14098,San Pedro Tlaquepaque,SE41955,2015-07-01,2015-Q3,17.692249
14099,Tolimán,SE41956,2015-07-01,2015-Q3,0.796915
14100,Tomatlán,SE41957,2015-07-01,2015-Q3,3.394857
14101,Tonalá,SE41958,2015-07-01,2015-Q3,17.377035
14102,Tonaya,SE41959,2015-07-01,2015-Q3,1.644723
14103,Tonila,SE41960,2015-07-01,2015-Q3,0.19158
14104,Totatiche,SE41961,2015-07-01,2015-Q3,0.374614
14105,Tototlán,SE41962,2015-07-01,2015-Q3,3.675846
14106,Tuxcacuesco,SE41963,2015-07-01,2015-Q3,0.495219
14107,Tuxcueca,SE41964,2015-07-01,2015-Q3,0.00832
14108,Tuxpan,SE41965,2015-07-01,2015-Q3,2.259873
14109,Unión de San Antonio,SE41966,2015-07-01,2015-Q3,1.885398
14110,Unión de Tula,SE41967,2015-07-01,2015-Q3,5.598766
14111,Valle de Guadalupe,SE41968,2015-07-01,2015-Q3,1.085229
14112,Valle de Juárez,SE41969,2015-07-01,2015-Q3,0.005969
14114,Villa Corona,SE41970,2015-07-01,2015-Q3,0.86842
14115,Villa Guerrero,SE41971,2015-07-01,2015-Q3,0.265406
14116,Villa Hidalgo,SE41972,2015-07-01,2015-Q3,6.220581
14068,Villa Purificación,SE41973,2015-07-01,2015-Q3,2.5283
14118,Yahualica de González Gallo,SE41974,2015-07-01,2015-Q3,4.420257
14119,Zacoalco de Torres,SE41975,2015-07-01,2015-Q3,5.101764
14120,Zapopan,SE41976,2015-07-01,2015-Q3,41.1456
14121,Zapotiltic,SE41977,2015-07-01,2015-Q3,2.376678
14122,Zapotitlán de Vadillo,SE41978,2015-07-01,2015-Q3,1.1391
14123,Zapotlán del Rey,SE41979,2015-07-01,2015-Q3,1.309906
14023,Zapotlán el Grande,SE41980,2015-07-01,2015-Q3,9.333835
14124,Zapotlanejo,SE41981,2015-07-01,2015-Q3,11.026881
14001,Acatic,SE41857,2015-10-01,2015-Q4,3.005861
14002,Acatlán de Juárez,SE41858,2015-10-01,2015-Q4,2.541707
14003,Ahualulco de Mercado,SE41859,2015-10-01,2015-Q4,3.685899
14004,Amacueca,SE41860,2015-10-01,2015-Q4,0.096463
14005,Amatitán,SE41861,2015-10-01,2015-Q4,1.807783
14006,Ameca,SE41862,2015-10-01,2015-Q4,11.755277
14008,Arandas,SE41863,2015-10-01,2015-Q4,11.085911
14010,Atemajac de Brizuela,SE41864,2015-10-01,2015-Q4,0.395466
14011,Atengo,SE41865,2015-10-01,2015-Q4,0.626601
14012,Atenguillo,SE41866,2015-10-01,2015-Q4,1.559948
14013,Atotonilco el Alto,SE41867,2015-10-01,2015-Q4,8.48982
14014,Atoyac,SE41868,2015-10-01,2015-Q4,1.518225
14015,Autlán de Navarro,SE41869,2015-10-01,2015-Q4,6.597944
14016,Ayotlán,SE41870,2015-10-01,2015-Q4,3.267247
14017,Ayutla,SE41871,2015-10-01,2015-Q4,2.721444
14019,Bolaños,SE41872,2015-10-01,2015-Q4,0.231793
14020,Cabo Corrientes,SE41873,2015-10-01,2015-Q4,0.447002
14117,Cañadas de Obregón,SE41874,2015-10-01,2015-Q4,1.050196
14021,Casimiro Castillo,SE41875,2015-10-01,2015-Q4,4.706642
14030,Chapala,SE41876,2015-10-01,2015-Q4,5.159042
14031,Chimaltitán,SE41877,2015-10-01,2015-Q4,0.014898
14032,Chiquilistlán,SE41878,2015-10-01,2015-Q4,1.233959
14022,Cihuatlán,SE41879,2015-10-01,2015-Q4,3.958245
14024,Cocula,SE41880,2015-10-01,2015-Q4,4.759752
14025,Colotlán,SE41881,2015-10-01,2015-Q4,6.088086
14026,Concepción de Buenos Aires,SE41882,2015-10-01,2015-Q4,0.978472
14027,Cuautitlán de García Barragán,SE41883,2015-10-01,2015-Q4,1.081297
14028,Cuautla,SE41884,2015-10-01,2015-Q4,1.033974
14029,Cuquío,SE41885,2015-10-01,2015-Q4,4.036749
14033,Degollado,SE41886,2015-10-01,2015-Q4,7.83012
14034,Ejutla,SE41887,2015-10-01,2015-Q4,0.857757
14009,El Arenal,SE41888,2015-10-01,2015-Q4,0.723245
14037,El Grullo,SE41889,2015-10-01,2015-Q4,7.927397
14054,El Limón,SE41890,2015-10-01,2015-Q4,0.538569
14070,El Salto,SE41891,2015-10-01,2015-Q4,4.509495
14035,Encarnación de Díaz,SE41892,2015-10-01,2015-Q4,8.85724
14036,Etzatlán,SE41893,2015-10-01,2015-Q4,2.935172
14079,Gómez Farías,SE41894,2015-10-01,2015-Q4,0.792778
14038,Guachinango,SE41895,2015-10-01,2015-Q4,0.967107
14039,Guadalajara,SE41896,2015-10-01,2015-Q4,84.116367
14040,Hostotipaquillo,SE41897,2015-10-01,2015-Q4,0.27823
14041,Huejúcar,SE41898,2015-10-01,2015-Q4,3.357283
14042,Huejuquilla el Alto,SE41899,2015-10-01,2015-Q4,4.481056
14044,Ixtlahuacán de los Membrillos,SE41900,2015-10-01,2015-Q4,0.782824
14045,Ixtlahuacán del Río,SE41901,2015-10-01,2015-Q4,2.394902
14046,Jalostotitlán,SE41902,2015-10-01,2015-Q4,4.33207
14047,Jamay,SE41903,2015-10-01,2015-Q4,1.552741
14048,Jesús María,SE41904,2015-10-01,2015-Q4,4.180682
14049,Jilotlán de los Dolores,SE41905,2015-10-01,2015-Q4,0.180331
14050,Jocotepec,SE41906,2015-10-01,2015-Q4,4.668784
14051,Juanacatlán,SE41907,2015-10-01,2015-Q4,0.44928
14052,Juchitlán,SE41908,2015-10-01,2015-Q4,1.277699
14018,La Barca,SE41909,2015-10-01,2015-Q4,12.225156
14043,La Huerta,SE41910,2015-10-01,2015-Q4,2.570816
14057,La Manzanilla de la Paz,SE41911,2015-10-01,2015-Q4,1.441157
14053,Lagos de Moreno,SE41912,2015-10-01,2015-Q4,14.66095
14055,Magdalena,SE41913,2015-10-01,2015-Q4,3.43487
14058,Mascota,SE41914,2015-10-01,2015-Q4,3.141499
14059,Mazamitla,SE41915,2015-10-01,2015-Q4,2.691973
14060,Mexticacán,SE41916,2015-10-01,2015-Q4,1.11214
14061,Mezquitic,SE41917,2015-10-01,2015-Q4,1.196931
14062,Mixtlán,SE41918,2015-10-01,2015-Q4,0.609084
14063,Ocotlán,SE41919,2015-10-01,2015-Q4,8.472479
14064,Ojuelos de Jalisco,SE41920,2015-10-01,2015-Q4,7.259786
14065,Pihuamo,SE41921,2015-10-01,2015-Q4,1.81175
14066,Poncitlán,SE41922,2015-10-01,2015-Q4,5.903989
14067,Puerto Vallarta,SE41923,2015-10-01,2015-Q4,15.720142
14069,Quitupan,SE41924,2015-10-01,2015-Q4,2.225463
14071,San Cristóbal de la Barranca,SE41925,2015-10-01,2015-Q4,0.0
14072,San Diego de Alejandría,SE41926,2015-10-01,2015-Q4,0.756439
14113,San Gabriel,SE41927,2015-10-01,2015-Q4,2.064422
14073,San Juan de los Lagos,SE41929,2015-10-01,2015-Q4,6.387227
14007,San Juanito de Escobedo,SE41930,2015-10-01,2015-Q4,0.625697
14074,San Julián,SE41931,2015-10-01,2015-Q4,4.855821
14075,San Marcos,SE41932,2015-10-01,2015-Q4,0.137902
14076,San Martín de Bolaños,SE41933,2015-10-01,2015-Q4,0.520049
14077,San Martín Hidalgo,SE41934,2015-10-01,2015-Q4,3.769408
14078,San Miguel el Alto,SE41935,2015-10-01,2015-Q4,5.652671
14080,San Sebastián del Oeste,SE41936,2015-10-01,2015-Q4,0.892904
14081,Santa María de los Ángeles,SE41937,2015-10-01,2015-Q4,0.0
14056,Santa María del Oro,SE41938,2015-10-01,2015-Q4,0.001626
14082,Sayula,SE41939,2015-10-01,2015-Q4,3.302462
14083,Tala,SE41940,2015-10-01,2015-Q4,6.18842
14084,Talpa de Allende,SE41941,2015-10-01,2015-Q4,1.29434
14085,Tamazula de Gordiano,SE41942,2015-10-01,2015-Q4,7.857818
14086,Tapalpa,SE41943,2015-10-01,2015-Q4,1.380611
14087,Tecalitlán,SE41944,2015-10-01,2015-Q4,1.78403
14089,Techaluta de Montenegro,SE41945,2015-10-01,2015-Q4,0.000365
14088,Tecolotlán,SE41946,2015-10-01,2015-Q4,4.142837
14090,Tenamaxtlán,SE41947,2015-10-01,2015-Q4,2.358435
14091,Teocaltiche,SE41948,2015-10-01,2015-Q4,7.814882
14092,Teocuitatlán de Corona,SE41949,2015-10-01,2015-Q4,2.2988
14093,Tepatitlán de Morelos,SE41950,2015-10-01,2015-Q4,15.503494
14094,Tequila,SE41951,2015-10-01,2015-Q4,3.859102
14095,Teuchitlán,SE41952,2015-10-01,2015-Q4,1.508192
14096,Tizapán el Alto,SE41953,2015-10-01,2015-Q4,7.157253
14097,Tlajomulco de Zúñiga,SE41954,2015-10-01,2015-Q4,8.690262
14098,San Pedro Tlaquepaque,SE41955,2015-10-01,2015-Q4,17.708508
14099,Tolimán,SE41956,2015-10-01,2015-Q4,0.56663
14100,Tomatlán,SE41957,2015-10-01,2015-Q4,3.455168
14101,Tonalá,SE41958,2015-10-01,2015-Q4,17.058505
14102,Tonaya,SE41959,2015-10-01,2015-Q4,1.69041
14103,Tonila,SE41960,2015-10-01,2015-Q4,0.218998
14104,Totatiche,SE41961,2015-10-01,2015-Q4,0.366332
14105,Tototlán,SE41962,2015-10-01,2015-Q4,3.677445
14106,Tuxcacuesco,SE41963,2015-10-01,2015-Q4,0.470498
14107,Tuxcueca,SE41964,2015-10-01,2015-Q4,0.003903
14108,Tuxpan,SE41965,2015-10-01,2015-Q4,2.268475
14109,Unión de San Antonio,SE41966,2015-10-01,2015-Q4,1.845031
14110,Unión de Tula,SE41967,2015-10-01,2015-Q4,5.787927
14111,Valle de Guadalupe,SE41968,2015-10-01,2015-Q4,1.109233
14112,Valle de Juárez,SE41969,2015-10-01,2015-Q4,0.007477
14114,Villa Corona,SE41970,2015-10-01,2015-Q4,0.941356
14115,Villa Guerrero,SE41971,2015-10-01,2015-Q4,0.368314
14116,Villa Hidalgo,SE41972,2015-10-01,2015-Q4,5.10645
14068,Villa Purificación,SE41973,2015-10-01,2015-Q4,2.443851
14118,Yahualica de González Gallo,SE41974,2015-10-01,2015-Q4,3.931047
14119,Zacoalco de Torres,SE41975,2015-10-01,2015-Q4,4.912965
14120,Zapopan,SE41976,2015-10-01,2015-Q4,40.057391
14121,Zapotiltic,SE41977,2015-10-01,2015-Q4,2.307226
14122,Zapotitlán de Vadillo,SE41978,2015-10-01,2015-Q4,0.830071
14123,Zapotlán del Rey,SE41979,2015-10-01,2015-Q4,1.284093
14023,Zapotlán el Grande,SE41980,2015-10-01,2015-Q4,9.227208
14124,Zapotlanejo,SE41981,2015-10-01,2015-Q4,10.432832
14001,Acatic,SE41857,2016-01-01,2016-Q1,3.357126
14002,Acatlán de Juárez,SE41858,2016-01-01,2016-Q1,2.715316
14003,Ahualulco de Mercado,SE41859,2016-01-01,2016-Q1,3.710786
14004,Amacueca,SE41860,2016-01-01,2016-Q1,0.124292
14005,Amatitán,SE41861,2016-01-01,2016-Q1,2.021811
14006,Ameca,SE41862,2016-01-01,2016-Q1,12.964602
14008,Arandas,SE41863,2016-01-01,2016-Q1,12.86219
14010,Atemajac de Brizuela,SE41864,2016-01-01,2016-Q1,0.335753
14011,Atengo,SE41865,2016-01-01,2016-Q1,0.574833
14012,Atenguillo,SE41866,2016-01-01,2016-Q1,1.564743
14013,Atotonilco el Alto,SE41867,2016-01-01,2016-Q1,9.73156
14014,Atoyac,SE41868,2016-01-01,2016-Q1,1.69454
14015,Autlán de Navarro,SE41869,2016-01-01,2016-Q1,7.493335
14016,Ayotlán,SE41870,2016-01-01,2016-Q1,3.766433
14017,Ayutla,SE41871,2016-01-01,2016-Q1,2.798456
14019,Bolaños,SE41872,2016-01-01,2016-Q1,0.278732
14020,Cabo Corrientes,SE41873,2016-01-01,2016-Q1,0.468482
14117,Cañadas de Obregón,SE41874,2016-01-01,2016-Q1,1.149078
14021,Casimiro Castillo,SE41875,2016-01-01,2016-Q1,4.45332
14030,Chapala,SE41876,2016-01-01,2016-Q1,5.489419
14031,Chimaltitán,SE41877,2016-01-01,2016-Q1,0.016267
14032,Chiquilistlán,SE41878,2016-01-01,2016-Q1,1.137433
14022,Cihuatlán,SE41879,2016-01-01,2016-Q1,4.005485
14024,Cocula,SE41880,2016-01-01,2016-Q1,5.616007
14025,Colotlán,SE41881,2016-01-01,2016-Q1,5.787782
14026,Concepción de Buenos Aires,SE41882,2016-01-01,2016-Q1,1.117471
14027,Cuautitlán de García Barragán,SE41883,2016-01-01,2016-Q1,1.211888
14028,Cuautla,SE41884,2016-01-01,2016-Q1,1.180136
14029,Cuquío,SE41885,2016-01-01,2016-Q1,4.86907
14033,Degollado,SE41886,2016-01-01,2016-Q1,8.72507
14034,Ejutla,SE41887,2016-01-01,2016-Q1,0.77717
14009,El Arenal,SE41888,2016-01-01,2016-Q1,0.784834
14037,El Grullo,SE41889,2016-01-01,2016-Q1,8.761911
14054,El Limón,SE41890,2016-01-01,2016-Q1,0.571923
14070,El Salto,SE41891,2016-01-01,2016-Q1,4.942867
14035,Encarnación de Díaz,SE41892,2016-01-01,2016-Q1,9.510984
14036,Etzatlán,SE41893,2016-01-01,2016-Q1,2.900054
14079,Gómez Farías,SE41894,2016-01-01,2016-Q1,0.823162
14038,Guachinango,SE41895,2016-01-01,2016-Q1,1.193334
14039,Guadalajara,SE41896,2016-01-01,2016-Q1,85.508003
14040,Hostotipaquillo,SE41897,2016-01-01,2016-Q1,0.336269
14041,Huejúcar,SE41898,2016-01-01,2016-Q1,3.278635
14042,Huejuquilla el Alto,SE41899,2016-01-01,2016-Q1,3.88107
14044,Ixtlahuacán de los Membrillos,SE41900,2016-01-01,2016-Q1,0.938013
14045,Ixtlahuacán del Río,SE41901,2016-01-01,2016-Q1,2.181653
14046,Jalostotitlán,SE41902,2016-01-01,2016-Q1,5.388691
14047,Jamay,SE41903,2016-01-01,2016-Q1,1.95912
14048,Jesús María,SE41904,2016-01-01,2016-Q1,4.761768
14049,Jilotlán de los Dolores,SE41905,2016-01-01,2016-Q1,0.210741
14050,Jocotepec,SE41906,2016-01-01,2016-Q1,5.405707
14051,Juanacatlán,SE41907,2016-01-01,2016-Q1,0.442918
14052,Juchitlán,SE41908,2016-01-01,2016-Q1,1.317279
14018,La Barca,SE41909,2016-01-01,2016-Q1,13.711182
14043,La Huerta,SE41910,2016-01-01,2016-Q1,2.792775
14057,La Manzanilla de la Paz,SE41911,2016-01-01,2016-Q1,1.532739
14053,Lagos de Moreno,SE41912,2016-01-01,2016-Q1,14.658808
14055,Magdalena,SE41913,2016-01-01,2016-Q1,3.586144
14058,Mascota,SE41914,2016-01-01,2016-Q1,3.217901
14059,Mazamitla,SE41915,2016-01-01,2016-Q1,2.609162
14060,Mexticacán,SE41916,2016-01-01,2016-Q1,1.07294
14061,Mezquitic,SE41917,2016-01-01,2016-Q1,1.187941
14062,Mixtlán,SE41918,2016-01-01,2016-Q1,0.635887
14063,Ocotlán,SE41919,2016-01-01,2016-Q1,9.040613
14064,Ojuelos de Jalisco,SE41920,2016-01-01,2016-Q1,7.873986
14065,Pihuamo,SE41921,2016-01-01,2016-Q1,1.800568
14066,Poncitlán,SE41922,2016-01-01,2016-Q1,5.833368
14067,Puerto Vallarta,SE41923,2016-01-01,2016-Q1,15.266157
14069,Quitupan,SE41924,2016-01-01,2016-Q1,2.037114
14071,San Cristóbal de la Barranca,SE41925,2016-01-01,2016-Q1,0.0
14072,San Diego de Alejandría,SE41926,2016-01-01,2016-Q1,0.649124
14113,San Gabriel,SE41927,2016-01-01,2016-Q1,2.225179
14073,San Juan de los Lagos,SE41929,2016-01-01,2016-Q1,7.25473
